File path,Size,Commits
mobile/openapi/doc/SystemConfigMapDto.md,16,3
mobile/openapi/doc/SystemConfigNewVersionCheckDto.md,15,2
mobile/openapi/doc/SystemConfigNotificationsDto.md,15,2
mobile/openapi/doc/SystemConfigOAuthDto.md,13,8
mobile/openapi/doc/SystemConfigPasswordLoginDto.md,15,2
mobile/openapi/doc/SystemConfigReverseGeocodingDto.md,16,3
mobile/openapi/doc/SystemConfigServerDto.md,15,3
mobile/openapi/doc/SystemConfigSmtpDto.md,18,2
mobile/openapi/doc/SystemConfigSmtpTransportDto.md,19,2
mobile/openapi/doc/SystemConfigStorageTemplateDto.md,15,3
mobile/openapi/doc/SystemConfigTemplateStorageOptionDto.md,21,4
mobile/openapi/doc/SystemConfigThemeDto.md,15,2
mobile/openapi/doc/SystemConfigTrashDto.md,4,2
mobile/openapi/doc/SystemConfigUserDto.md,15,2
mobile/openapi/doc/SystemMetadataApi.md,172,2
mobile/openapi/doc/TagApi.md,221,11
mobile/openapi/doc/TagResponseDto.md,17,5
mobile/openapi/doc/TagTypeEnum.md,14,2
mobile/openapi/doc/ThumbnailFormat.md,14,2
mobile/openapi/doc/TimeBucketResponseDto.md,2,2
mobile/openapi/doc/TimeBucketSize.md,2,2
mobile/openapi/doc/TimelineApi.md,167,2
mobile/openapi/doc/ToneMapping.md,14,2
mobile/openapi/doc/TranscodeHWAccel.md,14,2
mobile/openapi/doc/TranscodePolicy.md,14,2
mobile/openapi/doc/TrashApi.md,170,2
mobile/openapi/doc/UpdateAlbumDto.md,16,6
mobile/openapi/doc/UpdateAlbumUserDto.md,15,2
mobile/openapi/doc/UpdateAssetDto.md,15,8
mobile/openapi/doc/UpdateLibraryDto.md,18,3
mobile/openapi/doc/UpdatePartnerDto.md,15,2
mobile/openapi/doc/UpdateStackParentDto.md,16,2
mobile/openapi/doc/UpdateTagDto.md,16,3
mobile/openapi/doc/UpdateUserDto.md,21,12
mobile/openapi/doc/UsageByUserDto.md,20,8
mobile/openapi/doc/UserApi.md,329,21
mobile/openapi/doc/UserAvatarColor.md,14,2
mobile/openapi/doc/UserDto.md,19,4
mobile/openapi/doc/UserResponseDto.md,22,17
mobile/openapi/doc/UserStatus.md,14,2
mobile/openapi/doc/ValidateAccessTokenResponseDto.md,15,2
mobile/openapi/doc/ValidateLibraryDto.md,16,2
mobile/openapi/doc/ValidateLibraryImportPathResponseDto.md,17,3
mobile/openapi/doc/ValidateLibraryResponseDto.md,15,2
mobile/openapi/doc/VideoCodec.md,14,2
mobile/openapi/test/activity_api_test.dart,41,6
mobile/openapi/test/activity_create_dto_test.dart,42,3
mobile/openapi/test/activity_response_dto_test.dart,52,3
mobile/openapi/test/activity_statistics_response_dto_test.dart,27,3
mobile/openapi/test/add_users_dto_test.dart,27,5
mobile/openapi/test/admin_onboarding_update_dto_test.dart,27,3
mobile/openapi/test/album_api_test.dart,66,19
mobile/openapi/test/album_count_response_dto_test.dart,37,5
mobile/openapi/test/album_response_dto_test.dart,62,15
mobile/openapi/test/album_user_add_dto_test.dart,32,3
mobile/openapi/test/album_user_create_dto_test.dart,32,3
mobile/openapi/test/album_user_response_dto_test.dart,32,3
mobile/openapi/test/album_user_role_test.dart,21,3
mobile/openapi/test/all_job_status_response_dto_test.dart,52,20
mobile/openapi/test/api_key_api_test.dart,46,9
mobile/openapi/test/api_key_create_dto_test.dart,27,3
mobile/openapi/test/api_key_create_response_dto_test.dart,32,4
mobile/openapi/test/api_key_response_dto_test.dart,42,7
mobile/openapi/test/api_key_update_dto_test.dart,27,3
mobile/openapi/test/asset_api_test.dart,102,83
mobile/openapi/test/asset_bulk_delete_dto_test.dart,11,3
mobile/openapi/test/asset_bulk_update_dto_test.dart,37,5
mobile/openapi/test/asset_bulk_upload_check_dto_test.dart,27,3
mobile/openapi/test/asset_bulk_upload_check_item_test.dart,32,5
mobile/openapi/test/asset_bulk_upload_check_response_dto_test.dart,27,3
mobile/openapi/test/asset_bulk_upload_check_result_test.dart,42,4
mobile/openapi/test/asset_delta_sync_dto_test.dart,32,3
mobile/openapi/test/asset_delta_sync_response_dto_test.dart,37,3
mobile/openapi/test/asset_face_response_dto_test.dart,62,3
mobile/openapi/test/asset_face_update_dto_test.dart,27,3
mobile/openapi/test/asset_face_update_item_test.dart,32,3
mobile/openapi/test/asset_face_without_person_response_dto_test.dart,57,3
mobile/openapi/test/asset_file_upload_response_dto_test.dart,27,5
mobile/openapi/test/asset_full_sync_dto_test.dart,47,3
mobile/openapi/test/asset_ids_dto_test.dart,27,3
mobile/openapi/test/asset_ids_response_dto_test.dart,37,4
mobile/openapi/test/asset_job_name_test.dart,21,3
mobile/openapi/test/asset_jobs_dto_test.dart,32,3
mobile/openapi/test/asset_order_test.dart,21,3
mobile/openapi/test/asset_response_dto_test.dart,102,24
mobile/openapi/test/asset_stats_response_dto_test.dart,24,6
mobile/openapi/test/asset_type_enum_test.dart,21,3
mobile/openapi/test/audio_codec_test.dart,21,3
mobile/openapi/test/audit_api_test.dart,26,6
mobile/openapi/test/audit_deletes_response_dto_test.dart,32,3
mobile/openapi/test/authentication_api_test.dart,36,14
mobile/openapi/test/bulk_id_response_dto_test.dart,37,4
mobile/openapi/test/bulk_ids_dto_test.dart,10,3
mobile/openapi/test/change_password_dto_test.dart,32,4
mobile/openapi/test/check_existing_assets_dto_test.dart,32,3
mobile/openapi/test/check_existing_assets_response_dto_test.dart,27,3
mobile/openapi/test/clip_config_test.dart,42,3
mobile/openapi/test/clip_mode_test.dart,21,3
mobile/openapi/test/colorspace_test.dart,21,3
mobile/openapi/test/cq_mode_test.dart,21,3
mobile/openapi/test/create_album_dto_test.dart,37,6
mobile/openapi/test/create_library_dto_test.dart,47,8
mobile/openapi/test/create_profile_image_response_dto_test.dart,32,4
mobile/openapi/test/create_tag_dto_test.dart,32,4
mobile/openapi/test/create_user_dto_test.dart,42,12
mobile/openapi/test/delete_user_dto_test.dart,27,3
mobile/openapi/test/download_api_test.dart,36,3
mobile/openapi/test/download_archive_info_test.dart,11,4
mobile/openapi/test/download_info_dto_test.dart,42,3
mobile/openapi/test/download_response_dto_test.dart,32,4
mobile/openapi/test/duplicate_api_test.dart,26,3
mobile/openapi/test/duplicate_detection_config_test.dart,32,2
mobile/openapi/test/duplicate_response_dto_test.dart,32,2
mobile/openapi/test/entity_type_test.dart,21,3
mobile/openapi/test/exif_response_dto_test.dart,122,11
mobile/openapi/test/face_api_test.dart,31,3
mobile/openapi/test/face_dto_test.dart,27,3
mobile/openapi/test/file_checksum_dto_test.dart,27,3
mobile/openapi/test/file_checksum_response_dto_test.dart,32,3
mobile/openapi/test/file_report_api_test.dart,36,3
mobile/openapi/test/file_report_dto_test.dart,32,3
mobile/openapi/test/file_report_fix_dto_test.dart,27,3
mobile/openapi/test/file_report_item_dto_test.dart,47,3
mobile/openapi/test/image_format_test.dart,21,3
mobile/openapi/test/job_api_test.dart,41,13
mobile/openapi/test/job_command_dto_test.dart,27,5
mobile/openapi/test/job_command_test.dart,21,3
mobile/openapi/test/job_counts_dto_test.dart,6,4
mobile/openapi/test/job_name_test.dart,4,2
mobile/android/app/build.gradle,68,24
server/test/fixtures/system-config.stub.ts,25,6
mobile/lib/pages/common/album_additional_shared_user_selection.page.dart,7,4
server/src/database.config.ts,6,4
server/src/interfaces/database.interface.ts,0,3
server/src/migrations/1700713871511-UsePgVectors.ts,0,3
server/src/migrations/1700713994428-AddCLIPEmbeddingIndex.ts,0,4
server/src/migrations/1700714033632-AddFaceEmbeddingIndex.ts,0,4
server/src/repositories/database.repository.ts,0,5
server/src/services/database.service.spec.ts,2,7
server/src/services/database.service.ts,0,6
server/src/services/version.service.spec.ts,110,3
server/src/utils/lifecycle.ts,93,2
server/src/utils/version.spec.ts,72,2
server/src/utils/version.ts,64,3
server/test/repositories/database.repository.mock.ts,10,10
docs/docs/administration/repair-page.md,31,3
mobile/openapi/doc/LibraryType.md,14,2
mobile/openapi/lib/model/create_library_dto.dart,150,9
mobile/openapi/lib/model/library_response_dto.dart,178,4
mobile/openapi/lib/model/library_type.dart,85,4
mobile/openapi/test/library_api_test.dart,61,5
mobile/openapi/test/library_response_dto_test.dart,72,2
mobile/openapi/test/library_type_test.dart,21,2
server/src/cores/access.core.ts,0,10
server/src/dtos/library.dto.ts,0,4
server/src/entities/asset.entity.ts,22,5
server/src/entities/library.entity.ts,4,3
server/src/interfaces/access.interface.ts,0,4
server/src/migrations/1715804005643-RemoveLibraryType.ts,29,1
server/test/fixtures/library.stub.ts,33,8
server/test/repositories/access.repository.mock.ts,2,23
docs/src/components/community-guides.tsx,66,4
docs/src/components/community-projects.tsx,66,10
docs/docs/guides/database-gui.md,40,5
docs/docs/guides/img/Connection-Pgadmin.png,0,2
docs/docs/guides/img/add-new-server-option.png,0,2
docs/docs/guides/img/pgadmin-add-new-server.png,0,1
.vscode/settings.json,30,3
mobile/openapi/lib/api/duplicate_api.dart,62,2
mobile/openapi/lib/model/duplicate_response_dto.dart,106,1
docs/README.md,0,3
e2e/src/web/specs/auth.e2e-spec.ts,9,6
e2e/src/setup.ts,2,6
machine-learning/start.sh,13,8
server/src/entities/system-metadata.entity.ts,0,4
server/src/services/api.service.ts,0,3
web/src/lib/stores/websocket.ts,30,31
docs/docs/features/ml-hardware-acceleration.md,49,8
web/src/app.css,31,34
server/src/utils/workers.spec.ts,49,1
server/src/utils/workers.ts,21,1
server/start-microservices.sh,1,8
server/start-server.sh,1,8
server/src/services/search.service.spec.ts,2,8
server/src/migrations/1715890481637-FixJsonB.ts,24,1
docker/hwaccel.ml.yml,47,4
docker/hwaccel.transcoding.yml,59,5
mobile/openapi/lib/model/system_config_f_fmpeg_dto.dart,143,25
mobile/openapi/test/system_config_f_fmpeg_dto_test.dart,47,14
mobile/openapi/lib/model/all_job_status_response_dto.dart,167,25
mobile/openapi/lib/model/job_name.dart,103,14
mobile/openapi/lib/model/server_features_dto.dart,130,12
mobile/openapi/test/server_features_dto_test.dart,47,10
mobile/openapi/test/system_config_machine_learning_dto_test.dart,47,4
server/src/dtos/job.dto.ts,0,5
server/src/entities/asset-job-status.entity.ts,2,2
server/src/entities/smart-search.entity.ts,2,2
server/src/migrations/1711989989911-AddAssetDuplicateColumns.ts,14,1
server/src/queries/person.repository.sql,0,5
server/src/services/job.service.spec.ts,2,15
server/test/repositories/search.repository.mock.ts,1,10
web/src/lib/stores/server-config.store.ts,37,15
mobile/android/build.gradle,31,11
mobile/ios/Podfile.lock,50,68
mobile/lib/utils/immich_app_theme.dart,133,19
mobile/lib/widgets/common/date_time_picker.dart,0,2
mobile/lib/widgets/search/search_filter/camera_picker.dart,0,2
mobile/lib/widgets/search/search_filter/location_picker.dart,0,2
mobile/lib/widgets/settings/language_settings.dart,0,2
mobile/test/widget_tester_extensions.dart,30,2
docs/docs/guides/database-queries.md,81,11
server/src/entities/system-config.entity.ts,0,11
server/src/interfaces/system-config.interface.ts,0,2
server/src/migrations/1715787369686-RemoveSystemConfigTable.ts,31,1
server/src/queries/system.config.repository.sql,0,2
server/src/repositories/system-config.repository.ts,2,5
server/src/services/storage-template.service.spec.ts,2,8
server/src/utils/misc.spec.ts,52,1
server/test/repositories/system-config.repository.mock.ts,1,8
server/.eslintrc.js,26,10
server/src/migrations/1704571051932-DefaultOnboardingForExistingInstallations.ts,0,2
mobile/openapi/.openapi-generator/VERSION,1,4
mobile/openapi/lib/api/audit_api.dart,79,6
mobile/openapi/lib/api/job_api.dart,159,11
mobile/openapi/lib/api/memory_api.dart,359,2
mobile/openapi/lib/api/search_api.dart,181,24
mobile/openapi/lib/api/sessions_api.dart,135,2
mobile/openapi/lib/api/sync_api.dart,150,3
mobile/openapi/lib/api/system_metadata_api.dart,139,2
mobile/openapi/lib/api/timeline_api.dart,267,2
mobile/openapi/lib/api/trash_api.dart,123,2
mobile/openapi/lib/api_exception.dart,33,2
mobile/openapi/lib/auth/api_key_auth.dart,40,3
mobile/openapi/lib/auth/authentication.dart,17,3
mobile/openapi/lib/auth/http_basic_auth.dart,26,3
mobile/openapi/lib/auth/http_bearer_auth.dart,49,3
mobile/openapi/lib/auth/oauth.dart,24,3
mobile/openapi/lib/model/activity_create_dto.dart,140,3
mobile/openapi/lib/model/activity_statistics_response_dto.dart,98,3
mobile/openapi/lib/model/admin_onboarding_update_dto.dart,98,2
mobile/openapi/lib/model/album_count_response_dto.dart,127,11
mobile/openapi/lib/model/album_user_add_dto.dart,115,2
mobile/openapi/lib/model/album_user_create_dto.dart,106,2
mobile/openapi/lib/model/album_user_response_dto.dart,106,2
mobile/openapi/lib/model/album_user_role.dart,85,2
mobile/openapi/lib/model/api_key_create_dto.dart,120,9
mobile/openapi/lib/model/api_key_create_response_dto.dart,119,10
mobile/openapi/lib/model/api_key_response_dto.dart,137,13
mobile/openapi/lib/model/api_key_update_dto.dart,111,9
mobile/openapi/lib/model/asset_bulk_delete_dto.dart,53,3
mobile/openapi/lib/model/asset_bulk_upload_check_dto.dart,109,7
mobile/openapi/lib/model/asset_bulk_upload_check_item.dart,117,9
mobile/openapi/lib/model/asset_bulk_upload_check_response_dto.dart,109,7
mobile/openapi/lib/model/asset_bulk_upload_check_result.dart,293,8
mobile/openapi/lib/model/asset_delta_sync_dto.dart,108,2
mobile/openapi/lib/model/asset_delta_sync_response_dto.dart,116,2
mobile/openapi/lib/model/asset_face_response_dto.dart,158,3
mobile/openapi/lib/model/asset_face_update_dto.dart,98,3
mobile/openapi/lib/model/asset_face_update_item.dart,106,3
mobile/openapi/lib/model/asset_face_without_person_response_dto.dart,146,3
mobile/openapi/lib/model/asset_ids_dto.dart,111,7
mobile/openapi/lib/model/asset_ids_response_dto.dart,205,8
mobile/openapi/lib/model/asset_job_name.dart,88,3
mobile/openapi/lib/model/asset_jobs_dto.dart,108,3
mobile/openapi/lib/model/asset_order.dart,85,3
mobile/openapi/lib/model/asset_stats_response_dto.dart,114,8
mobile/openapi/lib/model/asset_type_enum.dart,91,4
mobile/openapi/lib/model/audio_codec.dart,88,4
mobile/openapi/lib/model/audit_deletes_response_dto.dart,108,3
mobile/openapi/lib/model/bulk_id_response_dto.dart,197,6
mobile/openapi/lib/model/bulk_ids_dto.dart,52,5
mobile/openapi/lib/model/change_password_dto.dart,119,10
mobile/openapi/lib/model/check_existing_assets_dto.dart,121,10
mobile/openapi/lib/model/check_existing_assets_response_dto.dart,113,10
mobile/openapi/lib/model/colorspace.dart,85,3
mobile/openapi/lib/model/cq_mode.dart,88,3
mobile/openapi/lib/model/create_profile_image_response_dto.dart,119,10
mobile/openapi/lib/model/create_tag_dto.dart,119,10
mobile/openapi/lib/model/create_user_dto.dart,135,19
mobile/openapi/lib/model/delete_user_dto.dart,107,2
mobile/openapi/lib/model/download_archive_info.dart,44,6
mobile/openapi/lib/model/download_info_dto.dart,150,4
mobile/openapi/lib/model/download_response_dto.dart,106,6
mobile/openapi/lib/model/entity_type.dart,85,3
mobile/openapi/lib/model/exif_response_dto.dart,341,19
mobile/openapi/lib/model/face_dto.dart,98,3
mobile/openapi/lib/model/file_checksum_dto.dart,100,3
mobile/openapi/lib/model/file_checksum_response_dto.dart,106,3
mobile/openapi/lib/model/file_report_dto.dart,108,3
mobile/openapi/lib/model/file_report_fix_dto.dart,98,3
mobile/openapi/lib/model/file_report_item_dto.dart,139,3
mobile/openapi/lib/model/image_format.dart,85,2
mobile/openapi/lib/model/job_command.dart,85,9
mobile/openapi/lib/model/job_command_dto.dart,111,12
mobile/openapi/lib/model/job_counts_dto.dart,40,10
mobile/openapi/lib/model/job_settings_dto.dart,109,8
mobile/openapi/lib/model/job_status_dto.dart,119,8
mobile/openapi/lib/model/library_stats_response_dto.dart,122,3
mobile/openapi/lib/model/log_level.dart,97,3
mobile/openapi/lib/model/login_credential_dto.dart,119,9
mobile/openapi/lib/model/login_response_dto.dart,167,11
mobile/openapi/lib/model/logout_response_dto.dart,111,11
mobile/openapi/lib/model/map_marker_response_dto.dart,133,10
mobile/openapi/lib/model/map_theme.dart,85,3
mobile/openapi/lib/model/memory_create_dto.dart,157,3
mobile/openapi/lib/model/memory_response_dto.dart,267,3
mobile/openapi/lib/model/memory_type.dart,82,2
mobile/openapi/lib/model/memory_update_dto.dart,141,2
mobile/openapi/lib/model/merge_person_dto.dart,100,5
mobile/openapi/lib/model/o_auth_authorize_response_dto.dart,98,3
mobile/openapi/lib/model/o_auth_callback_dto.dart,111,9
mobile/openapi/lib/model/o_auth_config_dto.dart,111,9
mobile/openapi/lib/model/on_this_day_dto.dart,98,3
mobile/openapi/lib/model/path_entity_type.dart,88,3
mobile/openapi/lib/model/path_type.dart,100,4
mobile/openapi/lib/model/people_response_dto.dart,114,8
mobile/openapi/lib/model/people_update_dto.dart,98,5
mobile/openapi/lib/model/people_update_item.dart,153,8
mobile/openapi/lib/model/person_create_dto.dart,138,2
mobile/openapi/lib/model/person_response_dto.dart,125,10
mobile/openapi/lib/model/person_statistics_response_dto.dart,98,3
mobile/openapi/lib/model/person_update_dto.dart,109,12
mobile/openapi/lib/model/person_with_faces_response_dto.dart,142,3
mobile/openapi/lib/model/places_response_dto.dart,148,2
mobile/openapi/lib/model/queue_status_dto.dart,119,8
mobile/openapi/lib/model/reaction_level.dart,85,3
mobile/openapi/lib/model/reaction_type.dart,85,3
mobile/openapi/lib/model/recognition_config.dart,139,6
mobile/openapi/lib/model/reverse_geocoding_state_response_dto.dart,114,2
mobile/openapi/lib/model/scan_library_dto.dart,114,4
mobile/openapi/lib/model/search_album_response_dto.dart,135,9
mobile/openapi/lib/model/search_asset_response_dto.dart,135,10
mobile/openapi/lib/model/search_explore_item.dart,119,9
mobile/openapi/lib/model/search_explore_response_dto.dart,119,8
mobile/openapi/lib/model/search_facet_count_response_dto.dart,119,8
mobile/openapi/lib/model/search_facet_response_dto.dart,119,9
mobile/openapi/lib/model/search_response_dto.dart,119,8
mobile/openapi/lib/model/search_suggestion_type.dart,94,2
mobile/openapi/lib/model/server_config_dto.dart,114,9
mobile/openapi/lib/model/server_info_response_dto.dart,159,10
mobile/openapi/lib/model/server_media_types_response_dto.dart,120,6
mobile/openapi/lib/model/server_ping_response.dart,111,9
mobile/openapi/lib/model/server_stats_response_dto.dart,151,12
mobile/openapi/lib/model/server_theme_dto.dart,98,4
mobile/openapi/lib/model/server_version_response_dto.dart,36,3
mobile/openapi/lib/model/session_response_dto.dart,36,2
mobile/openapi/lib/model/shared_link_create_dto.dart,138,12
mobile/openapi/lib/model/shared_link_edit_dto.dart,40,12
mobile/openapi/lib/model/shared_link_response_dto.dart,207,17
mobile/openapi/lib/model/shared_link_type.dart,85,4
mobile/openapi/lib/model/sign_up_dto.dart,135,11
mobile/openapi/lib/model/smart_info_response_dto.dart,146,12
mobile/openapi/lib/model/smart_search_dto.dart,608,7
mobile/openapi/lib/model/system_config_dto.dart,62,26
mobile/openapi/lib/model/system_config_image_dto.dart,138,4
mobile/openapi/lib/model/system_config_job_dto.dart,181,15
mobile/openapi/lib/model/system_config_library_dto.dart,98,4
mobile/openapi/lib/model/system_config_library_scan_dto.dart,106,3
mobile/openapi/lib/model/system_config_library_watch_dto.dart,114,3
mobile/openapi/lib/model/system_config_logging_dto.dart,106,3
mobile/openapi/lib/model/system_config_map_dto.dart,106,4
mobile/openapi/lib/model/system_config_new_version_check_dto.dart,98,3
mobile/openapi/lib/model/system_config_notifications_dto.dart,98,2
mobile/openapi/lib/model/system_config_o_auth_dto.dart,159,16
mobile/openapi/lib/model/system_config_password_login_dto.dart,111,9
mobile/openapi/lib/model/system_config_reverse_geocoding_dto.dart,106,4
mobile/openapi/lib/model/system_config_server_dto.dart,98,4
mobile/openapi/lib/model/system_config_smtp_dto.dart,122,2
mobile/openapi/lib/model/system_config_smtp_transport_dto.dart,132,2
mobile/openapi/lib/model/system_config_storage_template_dto.dart,111,10
mobile/openapi/lib/model/system_config_template_storage_option_dto.dart,173,12
mobile/openapi/lib/model/system_config_theme_dto.dart,98,3
mobile/openapi/lib/model/system_config_trash_dto.dart,64,4
mobile/openapi/lib/model/system_config_user_dto.dart,98,3
mobile/openapi/lib/model/tag_response_dto.dart,127,12
mobile/openapi/lib/model/tag_type_enum.dart,88,4
mobile/openapi/lib/model/thumbnail_format.dart,85,4
mobile/openapi/lib/model/time_bucket_response_dto.dart,36,5
mobile/openapi/lib/model/time_bucket_size.dart,48,3
mobile/openapi/lib/model/tone_mapping.dart,91,3
mobile/openapi/lib/model/transcode_hw_accel.dart,91,4
mobile/openapi/lib/model/transcode_policy.dart,91,4
mobile/openapi/lib/model/update_album_dto.dart,119,13
mobile/openapi/lib/model/update_album_user_dto.dart,98,2
mobile/openapi/lib/model/update_asset_dto.dart,111,16
mobile/openapi/lib/model/update_library_dto.dart,142,4
mobile/openapi/lib/model/update_partner_dto.dart,98,3
mobile/openapi/lib/model/update_stack_parent_dto.dart,106,3
mobile/openapi/lib/model/update_tag_dto.dart,137,10
mobile/openapi/lib/model/update_user_dto.dart,213,20
mobile/openapi/lib/model/usage_by_user_dto.dart,151,15
mobile/openapi/lib/model/user_avatar_color.dart,109,3
mobile/openapi/lib/model/user_status.dart,88,2
mobile/openapi/lib/model/validate_access_token_response_dto.dart,111,9
mobile/openapi/lib/model/validate_library_dto.dart,108,2
mobile/openapi/lib/model/validate_library_import_path_response_dto.dart,122,3
mobile/openapi/lib/model/validate_library_response_dto.dart,97,2
mobile/openapi/lib/model/video_codec.dart,88,4
mobile/openapi/pubspec.yaml,16,4
mobile/openapi/test/update_library_dto_test.dart,42,2
server/src/migrations/1715798702876-RemoveLibraryIsVisible.ts,14,1
mobile/lib/entities/store.entity.dart,4,2
mobile/lib/pages/common/settings.page.dart,32,3
mobile/lib/services/app_settings.service.dart,0,2
mobile/lib/widgets/asset_viewer/video_player.dart,4,3
mobile/lib/widgets/settings/asset_viewer_settings/asset_viewer_settings.dart,23,1
mobile/lib/widgets/settings/asset_viewer_settings/image_viewer_quality_setting.dart,47,1
mobile/lib/widgets/settings/asset_viewer_settings/video_viewer_settings.dart,32,1
mobile/lib/widgets/settings/image_viewer_quality_setting.dart,6,3
mobile/lib/pages/backup/album_preview.page.dart,0,3
mobile/lib/pages/backup/backup_album_selection.page.dart,0,3
mobile/lib/pages/backup/backup_controller.page.dart,0,3
mobile/lib/pages/backup/backup_options.page.dart,2,3
mobile/lib/pages/backup/failed_backup_status.page.dart,0,2
mobile/lib/pages/common/album_options.page.dart,2,3
mobile/lib/pages/common/album_shared_user_selection.page.dart,4,3
mobile/lib/pages/common/app_log.page.dart,0,2
mobile/lib/pages/common/create_album.page.dart,4,3
mobile/lib/pages/library/archive.page.dart,0,3
mobile/lib/pages/library/favorite.page.dart,0,3
mobile/lib/pages/library/trash.page.dart,2,3
mobile/lib/pages/onboarding/permission_onboarding.page.dart,0,3
mobile/lib/pages/photos/memory.page.dart,0,3
mobile/lib/pages/search/all_motion_videos.page.dart,0,3
mobile/lib/pages/search/all_people.page.dart,0,3
mobile/lib/pages/search/all_places.page.dart,0,3
mobile/lib/pages/search/all_videos.page.dart,0,3
mobile/lib/pages/search/map/map_location_picker.page.dart,0,3
mobile/lib/pages/search/person_result.page.dart,0,3
mobile/lib/pages/search/recently_added.page.dart,0,3
mobile/lib/pages/search/search_input.page.dart,0,3
mobile/lib/pages/sharing/shared_link/shared_link_edit.page.dart,0,3
mobile/lib/routing/router.dart,22,54
mobile/lib/routing/router.gr.dart,122,70
mobile/lib/widgets/album/album_viewer_appbar.dart,2,2
mobile/lib/widgets/asset_viewer/bottom_gallery_bar.dart,6,2
mobile/lib/widgets/asset_viewer/top_control_app_bar.dart,0,2
mobile/lib/widgets/map/map_app_bar.dart,2,2
mobile/lib/widgets/memories/memory_bottom_info.dart,0,2
mobile/test/modules/activity/activities_page_test.dart,250,7
mobile/test/modules/activity/activity_text_field_test.dart,199,6
mobile/test/modules/activity/activity_tile_test.dart,222,6
mobile/test/modules/activity/dismissible_activity_test.dart,119,5
mobile/test/modules/map/map_theme_override_test.dart,165,5
server/src/interfaces/event.interface.ts,60,2
server/src/interfaces/logger.interface.ts,15,3
mobile/android/settings.gradle,11,3
server/src/repositories/audit.repository.ts,2,6
readme_i18n/README_zh_CN.md,2,6
mobile/lib/pages/photos/photos.page.dart,4,3
mobile/lib/pages/sharing/partner/partner_detail.page.dart,0,3
mobile/lib/providers/app_life_cycle.provider.dart,52,2
mobile/lib/providers/asset.provider.dart,12,3
mobile/lib/utils/migration.dart,24,13
mobile/test/modules/shared/sync_service_test.dart,44,4
server/src/services/sync.service.spec.ts,101,4
server/src/utils/logger-colors.ts,17,1
server/test/repositories/logger.repository.mock.ts,15,3
server/src/utils/logger.ts,0,3
install.sh,83,18
web/Dockerfile,35,36
server/src/utils/asset.util.ts,91,2
web/src/routes/(user)/share/[key]/+error.svelte,0,6
docs/package-lock.json,0,47
server/src/repositories/storage.repository.spec.ts,8,3
server/src/repositories/storage.repository.ts,4,4
web/src/lib/components/admin-page/settings/confirm-disable-login.svelte,25,8
web/src/lib/components/admin-page/settings/oauth/oauth-settings.svelte,147,26
web/src/lib/components/admin-page/settings/password-login/password-login-settings.svelte,119,15
server/src/entities/exif.entity.ts,2,2
server/src/migrations/1656889061566-MatchMigrationsWithTypeORMEntities.ts,0,2
server/src/migrations/1658860470248-AddExifImageNameAsSearchableText.ts,0,2
server/src/migrations/1681159594469-RemoveImageNameFromEXIFTable.ts,0,2
server/src/migrations/1700362016675-Geodata.ts,0,2
server/src/migrations/1708059341865-GeodataLocationSearch.ts,0,2
server/src/migrations/1715623169039-RemoveTextSearchColumn.ts,21,1
docs/docs/install/portainer.md,2,10
web/src/routes/(user)/map/[[photos=photos]]/[[assetId=id]]/+page.svelte,30,2
docs/docs/administration/postgres-standalone.md,54,8
docs/docs/administration/backup-and-restore.md,25,24
docs/docs/developer/pr-checklist.md,24,7
docs/src/pages/index.tsx,0,21
mobile/lib/main.dart,92,83
mobile/lib/utils/cache/custom_image_cache.dart,0,1
mobile/lib/utils/cache/widgets_binding.dart,0,1
mobile/lib/utils/hooks/app_settings_update_hook.dart,0,1
mobile/lib/utils/hooks/blurhash_hook.dart,0,1
mobile/lib/utils/hooks/timer_hook.dart,0,1
mobile/lib/widgets/common/immich_thumbnail.dart,4,2
mobile/lib/widgets/memories/memory_card.dart,2,2
mobile/lib/widgets/settings/advanced_settings.dart,10,2
mobile/lib/widgets/settings/asset_list_settings/asset_list_group_settings.dart,8,2
mobile/lib/widgets/settings/asset_list_settings/asset_list_layout_settings.dart,8,2
mobile/lib/widgets/settings/asset_list_settings/asset_list_settings.dart,8,2
mobile/lib/widgets/settings/backup_settings/backup_settings.dart,14,2
mobile/lib/widgets/settings/notification_setting.dart,10,2
mobile/lib/widgets/settings/preference_settings/haptic_setting.dart,6,2
mobile/lib/widgets/settings/preference_settings/theme_setting.dart,6,2
docs/docs/install/requirements.md,11,8
server/src/controllers/app.controller.ts,2,3
server/src/controllers/audit.controller.ts,2,5
server/src/controllers/search.controller.ts,2,5
server/src/controllers/session.controller.ts,31,2
server/src/controllers/sync.controller.ts,24,3
server/src/controllers/system-metadata.controller.ts,28,2
server/src/controllers/timeline.controller.ts,26,2
server/src/controllers/trash.controller.ts,2,4
server/src/middleware/auth.guard.ts,4,8
mobile/lib/widgets/asset_grid/draggable_scrollbar_custom.dart,0,2
mobile/android/app/src/main/kotlin/com/example/mobile/BackgroundServicePlugin.kt,98,11
mobile/android/app/src/main/kotlin/com/example/mobile/BackupWorker.kt,333,12
mobile/ios/Runner/BackgroundSync/BackgroundServicePlugin.swift,305,6
server/test/repositories/media.repository.mock.ts,1,8
mobile/lib/pages/sharing/sharing.page.dart,0,3
.gitmodules,3,3
e2e/test-assets,0,1
mobile/lib/pages/common/album_asset_selection.page.dart,4,3
